#Mod_Status,#Mod_Name,#Nexus_ID,#Mod_Nexus_URL,#Mod_Version,#Download_File_Name
"+","Cathedral - 3D Nightshade",81284,"https://www.nexusmods.com/skyrimspecialedition/mods/81284","2.3.0.0","Cathedral - 3D Nightshade-81284-2-4-1672997434.zip"
"+","Cathedral - 3D Snow Berries",69415,"https://www.nexusmods.com/skyrimspecialedition/mods/69415","1.0.0.0","Cathedral - 3D Snow Berries - Green-69415-1-0-1655654042.7z"
"+","Cathedral - 3D Stonecrop",110726,"https://www.nexusmods.com/skyrimspecialedition/mods/110726","1.2.0.0","Cathedral - 3D Stone-110726-1-2-1707522429.zip"
"+","Cathedral - 3D Sword Ferns",82978,"https://www.nexusmods.com/skyrimspecialedition/mods/82978","4.0.0.0","Cathedral - 3D Sword Ferns-82978-4-1687418487.zip"
"+","Cathedral - 3D Thicket and Dead Shrub",86392,"https://www.nexusmods.com/skyrimspecialedition/mods/86392","1.0.0.0","Cathedral - 3D Thicket and Dead Shrub-86392-1-1678043151.zip"
"+","Cathedral - 3D Thistle",67619,"https://www.nexusmods.com/skyrimspecialedition/mods/67619","2.1.0.0","Cathedral - 3D Thistle-67619-2-1-1674168132.zip"
"+","Cathedral - 3D Tundra Cotton",68068,"https://www.nexusmods.com/skyrimspecialedition/mods/68068","2.0.0.0","Cathedral - 3D Tundra Cotton-68068-2-0-1653868046.7z"
"+","Cathedral - 3D Plants - Darker and Desaturated",110898,"https://www.nexusmods.com/skyrimspecialedition/mods/110898","1.1.0.0","Cathedral 3D Plants - Dark and Desat 1K - 2K-110898-1-1-1710438396.7z"
"+","Deadly Nightshades - A Cathedral 3D Nightshade Recolor Set",81709,"https://www.nexusmods.com/skyrimspecialedition/mods/81709","1.2.0.0","Deadly Nightshades - Cathedral Nightshade Recolors-81709-1-2-1693932052.zip"
"+","Happy Little Shrubs",71992,"https://www.nexusmods.com/skyrimspecialedition/mods/71992","1.17.0.0A","Happy Little Shrubs - Base Object Swapper Version-71992-1-17A-1669478531.rar"
"+","Rally's Solstheim Plants",35081,"https://www.nexusmods.com/skyrimspecialedition/mods/35081","1.2.0.0","Rally's Solstheim Plants-35081-1-2-1706268865.7z"
"+","TMD The Rift Leaves",111461,"https://www.nexusmods.com/skyrimspecialedition/mods/111461","f1.01","TMD The Rift Leaves 2K-111461-1-01-1707859846.7z"
"+","Waterplants",6092,"https://www.nexusmods.com/skyrimspecialedition/mods/6092","1.8.0.0","Waterplants - lily only-6092-1-8-1699186362.zip"
"+","Animated Water Lily SE",75407,"https://www.nexusmods.com/skyrimspecialedition/mods/75407","1.2.0.0","Installer_AnimatedWaterLilySE-75407-v1-2-1680189907.7z"
"+","Base Object Swapper_separator",-1,"","",""
"+","Lightened Skyrim",111475,"https://www.nexusmods.com/skyrimspecialedition/mods/111475","f1.08","Lightened Skyrim-111475-1-08-1720441561.7z"
"+","Alchemy Station Variants - Base Object Swapper",92768,"https://www.nexusmods.com/skyrimspecialedition/mods/92768","1.4.1.0","(0) Alchemy Station Variants - FOMOD-92768-1-4-1-1724097481.rar"
"+","Animated Ice Bergs",121420,"https://www.nexusmods.com/skyrimspecialedition/mods/121420","1.5.0.0","Animated Ice Bergs-121420-1-5-1718125550.7z"
"+","Animated Ice Floes",90634,"https://www.nexusmods.com/skyrimspecialedition/mods/90634","5.3.0.0","Animated Ice Floes-90634-5-3-1718619060.7z"
"+","Born in a Barn - Door Curtains for Shacks - BOS",113432,"https://www.nexusmods.com/skyrimspecialedition/mods/113432","1.2.0.0","Born in a Barn - Curtains for Shacks BOS -Parallax-113432-1-2-1710583495.rar"
"+","Cathedral 3D Mountain Flowers - Base Object Swapper",60756,"https://www.nexusmods.com/skyrimspecialedition/mods/60756","0.2.0.0","Cathedral 3D Mountain Flowers -Base Object Swapper-60756-0-2-1718683161.7z"
"+","Catch of the Day - Fish Hang in Inns too - Base Object Swapper",103473,"https://www.nexusmods.com/skyrimspecialedition/mods/103473","1.1.0.0","Catch of the Day - Fish Hang in Inns Too - BOS-103473-1-1-1698448820.rar"
"+","Destructible Skyrim - Base Object Swapper",77568,"https://www.nexusmods.com/skyrimspecialedition/mods/77568","0.5.3.1","Destructible Skyrim - Base Object Swapper-77568-0-5-3-1-1666884636.zip"
"+","Diverse Archery Targets - Base Object Swapper",98142,"https://www.nexusmods.com/skyrimspecialedition/mods/98142","1.1.0.0","Diverse Archery Targets - BOS - No new targets-98142-1-1-1706821843.rar"
"+","Diverse Bird's Nests - Base Object Swapper",100251,"https://www.nexusmods.com/skyrimspecialedition/mods/100251","1.1.0.0","Diverse Bird's Nests - Base Object Swapper-100251-1-1-1694576857.rar"
"+","Diverse Catches - Base Object Swapper Fish Racks",98989,"https://www.nexusmods.com/skyrimspecialedition/mods/98989","1.2.0.0","Diverse Catches - Base Object Swapper-98989-1-2-1693186234.rar"
"+","Diverse Campfires - Base Object Swapper",109731,"https://www.nexusmods.com/skyrimspecialedition/mods/109731","1.1.0.0","Diverse Campfires - Base Object Swapper-109731-1-1-1705921881.rar"
"+","Diverse Campfires - SWAP files update",109731,"https://www.nexusmods.com/skyrimspecialedition/mods/109731","1.2.0.0","Diverse Campfires- SWAP files update- all versions-109731-1-2-1726486384.rar"
"+","Diverse Candles STAC - Base Object Swapper",94369,"https://www.nexusmods.com/skyrimspecialedition/mods/94369","1.2.0.0","Diverse Candles  STAC - Base Object Swapper.-94369-1-2-1690163352.rar"
"+","Diverse Cathedral Nightshade",85880,"https://www.nexusmods.com/skyrimspecialedition/mods/85880","1.0.0.0","Diverse Cathedral Nightshade-85880-1-0-0-1677450776.7z"
"+","Diverse Dragon Tongue",85801,"https://www.nexusmods.com/skyrimspecialedition/mods/85801","1.3.0.0","Diverse Cathedral Dragons Tongue-85801-1-3-0-1678869892.7z"
"+","Diverse Farm Fences - Base Object Swapper",104990,"https://www.nexusmods.com/skyrimspecialedition/mods/104990","1.5.0.0b","Diverse Farm Fences - BOS-104990-1-5b-1709074599.rar"
"+","Diverse Farm Fences - Base Object Swapper 1.5b",104990,"https://www.nexusmods.com/skyrimspecialedition/mods/104990","1.5.0.0b","Diverse Farm Fences - BOS 1.5b Fix-104990-1-5b-1709076371.rar"
"+","Diverse Firewood - Base Object Swapper",100870,"https://www.nexusmods.com/skyrimspecialedition/mods/100870","1.1.0.0","Diverse Firewood-100870-1-1-1695132651.rar"
"+","Diverse Foods - Base Object Swapper",91599,"https://www.nexusmods.com/skyrimspecialedition/mods/91599","1.5.0.0","Diverse Foods - Base Object Swapper.-91599-1-5-1685078029.rar"
"+","Diverse Hearthfire Ovens - Base Object Swapper",111376,"https://www.nexusmods.com/skyrimspecialedition/mods/111376","1.0.0.0","Diverse Hearthfire Ovens - BOS - Embers XD - ENB-111376-1-0-1707778164.rar"
"+","Diverse Tanning Racks - Base Object Swapper",129205,"https://www.nexusmods.com/skyrimspecialedition/mods/129205","1.1.0.0","Diverse Tanning Racks-129205-1-1-1726318754.rar"
"+","Diverse Tanning Racks - INI Update",129205,"https://www.nexusmods.com/skyrimspecialedition/mods/129205","1.2.0.0","Diverse Tanning Racks SWAP ini Update-129205-1-2-1726399181.rar"
"+","Diverse Winery - TMD",115716,"https://www.nexusmods.com/skyrimspecialedition/mods/115716","1.1.0.0","Diverse TMD Winery-115716-1-1-1712092449.zip"
"+","Diverse Windmill Sails - Base Object Swapper",121759,"https://www.nexusmods.com/skyrimspecialedition/mods/121759","1.1.0.0","Diverse Windmill Sails - All Variants-121759-1-1-1718331651.rar"
"+","Dovahnique's Diverse Dark Elf Lanterns (BOS - ENB Lights - High Poly)",78788,"https://www.nexusmods.com/skyrimspecialedition/mods/78788","1.0.0.0","Dovahnique's Diverse Dark Elf Lanterns - BOS - ESPFE-78788-1-1668459174.zip"
"+","Falmer Huts - Animated",101539,"https://www.nexusmods.com/skyrimspecialedition/mods/101539","2.0.0.0","Falmer Huts - Animated-101539-2-0-1696328740.7z"
"+","Hagraven Houses - Animated",101952,"https://www.nexusmods.com/skyrimspecialedition/mods/101952","2.0.0.0","Hagraven Houses - Animated-101952-2-0-1698495447.7z"
"+","High Quality Ivy",113578,"https://www.nexusmods.com/skyrimspecialedition/mods/113578","1.3.0.0","High Quality Ivy-113578-1-32-1715979160.7z"
"+","Imperial Tents - Animated",101500,"https://www.nexusmods.com/skyrimspecialedition/mods/101500","1.0.0.0","Imperial Tents - Animated-101500-1-0-1695914881.7z"
"+","JS Knapsacks SE",85447,"https://www.nexusmods.com/skyrimspecialedition/mods/85447","1.2.0.0","JS Knapsacks SE - 2k-85447-1-2-1678015739.7z"
"+","JS Rumpled Rugs SE",70534,"https://www.nexusmods.com/skyrimspecialedition/mods/70534","1.44.0.0","JS Rumpled Rugs SE-70534-1-44-1721224726.7z"
"+","Kanjs - Books All In One",109877,"https://www.nexusmods.com/skyrimspecialedition/mods/109877","1.0.0.0","Kanjs - Books All In One Animated SE 2k-109877-1-1705958030.zip"
"+","Khajiit Has Tents",119847,"https://www.nexusmods.com/skyrimspecialedition/mods/119847","1.1.0.0","Khajiit Has Tents 2k-119847-1-1-1716501245.7z"
"+","Khajiit Has Tents Animated",119988,"https://www.nexusmods.com/skyrimspecialedition/mods/119988","1.1.0.0","Khajiit Has Tents Animated-119988-1-1-1716972767.7z"
"+","Khajiit Has Tents - Patches",119847,"https://www.nexusmods.com/skyrimspecialedition/mods/119847","1.2.0.0","Khajiit Has Tents - Patches-119847-1-2-1718223047.7z"
"+","Nordic Stonewalls",57686,"https://www.nexusmods.com/skyrimspecialedition/mods/57686","2.11.0.0","Nordic Stonewalls Version 2-57686-2-11-1712035342.zip"
"+","Nordic Stonewall Terraces",115210,"https://www.nexusmods.com/skyrimspecialedition/mods/115210","1.30.0.0","Nordic Stonewall Terraces-115210-1-30-1721590521.zip"
"+","Rally's Common Furniture",110370,"https://www.nexusmods.com/skyrimspecialedition/mods/110370","1.7.0.0","Rally's Common Furniture 2K-110370-1-7-1707651470.7z"
"+","Rally's Feather and Ink",107609,"https://www.nexusmods.com/skyrimspecialedition/mods/107609","1.2.0.0","Rally's Feather and Ink-107609-1-2-1707917486.7z"
"+","Rally's Handcarts - Base Object Swapper",80828,"https://www.nexusmods.com/skyrimspecialedition/mods/80828","1.0.0.0","BOS Handcarts 2K-80828-1-0-1708942325.7z"
"+","Rally's Noble Furniture",113326,"https://www.nexusmods.com/skyrimspecialedition/mods/113326","1.5.0.0","Rally's Noble Furniture 2K-113326-1-5-1712904414.7z"
"+","Random Barrel Roll - Base Object Swapper",78195,"https://www.nexusmods.com/skyrimspecialedition/mods/78195","0.1.0.0","Random Barrel Roll-78195-0-1-1667773357.7z"
"+","Real Water in Buckets",122422,"https://www.nexusmods.com/skyrimspecialedition/mods/122422","1.1.0.0b","Real Water in Buckets Barrels Pots and Pans-122422-1-2-1719262107.rar"
"+","Real Water for Wash Basins - Base Object Swapper",122211,"https://www.nexusmods.com/skyrimspecialedition/mods/122211","1.0.0.0","Real Water for Washbasins- All variants - S-122211-1-0-1718762208.rar"
"+","slightly Better Garlic Braids",119694,"https://www.nexusmods.com/skyrimspecialedition/mods/119694","1.0.0.0","slightly Better Garlic Braids - BOS - Multiple-119694-1-0-1716034696.rar"
"+","slightly Better Honey in a Jar",104496,"https://www.nexusmods.com/skyrimspecialedition/mods/104496","1.1.0.0","slightly Better Honey in a Jar (BOS)-104496-1-1-1703562097.rar"
"+","slightly Better Nordic Henges",97162,"https://www.nexusmods.com/skyrimspecialedition/mods/97162","1.0.0.0","slightly Better Nordic Henges - BOS - Parallax-97162-1-0-1691147111.rar"
"+","Small Nordic Tent- Animated",101359,"https://www.nexusmods.com/skyrimspecialedition/mods/101359","1.0.1.0","Small Nordic Tent Replacer - Animated-101359-1-0-1-1695735937.7z"
"+","Snazzy Diverse Carriages - Base Object Swapper",112041,"https://www.nexusmods.com/skyrimspecialedition/mods/112041","1.2.0.0","Snazzy Diverse Carriages - BOS-112041-1-2-1721968914.7z"
"+","Snazzy Diverse Carriages - JS Knapsacks Patch",112041,"https://www.nexusmods.com/skyrimspecialedition/mods/112041","1.1.0.0","Snazzy Diverse Carriages - JS Knapsacks Patch-112041-1-1-1721968952.7z"
"+","Skyking Unique Signs",114940,"https://www.nexusmods.com/skyrimspecialedition/mods/114940","f1.03","Skyking Unique Signs BOS-114940-1-03-1716071580.rar"
"+","Utenlands Nordic Tents",121203,"https://www.nexusmods.com/skyrimspecialedition/mods/121203","1.0.7.0","Utenlands Nordic Tents - BOS Color Variance-121203-1-0-7-1724004527.rar"
"+","Utenlands Nordic Tents - Campfire Addon",121203,"https://www.nexusmods.com/skyrimspecialedition/mods/121203","1.0.6.0","Utenlands Nordic Tents - Campfire Addon-121203-1-0-6-1722892937.rar"
"+","Unique Festival Ropes",98321,"https://www.nexusmods.com/skyrimspecialedition/mods/98321","1.0.0.0","Unique Festival Ropes-98321-1-0-1692037275.7z"
"+","Vendor Carts - Animated",110947,"https://www.nexusmods.com/skyrimspecialedition/mods/110947","1.1.0.0","Vendor Carts Animated-110947-1-1-1707153327.7z"
"+","WeldingMans Enchanting Table Variants with ENB Light",80493,"https://www.nexusmods.com/skyrimspecialedition/mods/80493","1.4.0.0b5","WeldingMans Enchanting Tables Variants (BOS) - Beta-80493-1-4beta5-1678721247.rar"
"+","Location Overhauls - Exterior_separator",-1,"","",""
"+","Animated Carriage",112397,"https://www.nexusmods.com/skyrimspecialedition/mods/112397","1.1.0.0","Animated Carriage-112397-1-1-0-1718044068.7z"
"+","Animated Ships",110260,"https://www.nexusmods.com/skyrimspecialedition/mods/110260","1.2.0.0","Animated Ships-110260-1-2-0-1709576413.7z"
"+","Animated Ships - Finer Sails",112517,"https://www.nexusmods.com/skyrimspecialedition/mods/112517","1.2.0.0","Animated Ships - Finer Sails-112517-1-2-1709259137.zip"
"+","Animated Ships - Patches",111556,"https://www.nexusmods.com/skyrimspecialedition/mods/111556","4.3.0.0","Animated Ships Patches FMOD All in One-111556-4-3-1710765053.rar"
"+","Better Tel Mithryn",643,"https://www.nexusmods.com/skyrimspecialedition/mods/643","f1.00","Better Tel Mithryn-643-1-00.7z"
"+","Better Tel Mithryn - Spongeman131 Update",643,"https://www.nexusmods.com/skyrimspecialedition/mods/643","f1.00","Better Tel Mithryn - Spongeman131 Update-643-1-00-1539976839.7z"
"+","Fortified Imperial Fort Battlements",66831,"https://www.nexusmods.com/skyrimspecialedition/mods/66831","1.2.0.0","Parallax Version Battlements-66831-1-2-1653211054.7z"
"+","Fortified Imperial Fort Battlements - LOD",66831,"https://www.nexusmods.com/skyrimspecialedition/mods/66831","1.2.0.0","LOD Files Addon-66831-1-2-1654317999.7z"
"+","Orc Strongholds - Dushnikh Yal",92485,"https://www.nexusmods.com/skyrimspecialedition/mods/92485","2.5.0.0","Strongholds - Dushnikh Yal-92485-2-5-1695491553.7z"
"+","Orc Strongholds - Largashbur",89354,"https://www.nexusmods.com/skyrimspecialedition/mods/89354","1.6.1.0","Strongholds - Largashbur-89354-1-6-1-1690884308.7z"
"+","Orc Strongholds - Mor Khazgur",94796,"https://www.nexusmods.com/skyrimspecialedition/mods/94796","1.6.0.0","Strongholds - Mor Khazgur-94796-1-6-1689943471.7z"
"+","Orc Strongholds - Narzulbur",88809,"https://www.nexusmods.com/skyrimspecialedition/mods/88809","2.3.0.0","Strongholds - Narzulbur-88809-2-3-1689945260.7z"
"+","Ryn's Alchemist's Shack",71485,"https://www.nexusmods.com/skyrimspecialedition/mods/71485","1.5.0.0","Ryn's Alchemist's Shack-71485-1-5-1682914282.rar"
"+","Ryn's Anise's Cabin",75056,"https://www.nexusmods.com/skyrimspecialedition/mods/75056","1.5.0.0","Ryn's Anise's Cabin-75056-1-5-1682919510.rar"
"+","Ryn's Azura's Shrine",86592,"https://www.nexusmods.com/skyrimspecialedition/mods/86592","1.3.0.0","Ryn's Azura's Shrine-86592-1-3-1719563532.rar"
"+","Ryn's Bleak Falls Barrow",70984,"https://www.nexusmods.com/skyrimspecialedition/mods/70984","1.0.0.0","Ryn's Bleak Falls Barrow-70984-1-0-1657312876.rar"
"+","Ryn's Bleak Falls Tower",72659,"https://www.nexusmods.com/skyrimspecialedition/mods/72659","1.5.0.0","Ryn's Bleak Falls Tower-72659-1-5-1682854246.rar"
"+","Ryn's Bleakwind Basin",73141,"https://www.nexusmods.com/skyrimspecialedition/mods/73141","1.1.0.0","Ryn's Bleakwind Basin-73141-1-1-1661092859.rar"
"+","Ryn's Broken Tower Redoubt",102141,"https://www.nexusmods.com/skyrimspecialedition/mods/102141","1.1.0.0","Ryn's Broken Tower Redoubt-102141-1-1-1696982583.rar"
"+","Ryn's Crabber's Shanty and Titanclaw Lair",72604,"https://www.nexusmods.com/skyrimspecialedition/mods/72604","2.0.0.0","Ryn's Crabber's Shanty and Titanclaw Lair-72604-2-0-1680512192.rar"
"+","Ryn's Crabber's Shanty - Landscape Fixes For Grass Mods",97328,"https://www.nexusmods.com/skyrimspecialedition/mods/97328","1.4.0.0","Ryn's Crab Landscape Fixes For Grass Mods patch-97328-1-4-1709513589.7z"
"+","Ryn's Dragon Mounds Collection",85647,"https://www.nexusmods.com/skyrimspecialedition/mods/85647","1.1.1.0","Ryn's Dragon Mounds Collection ALL IN ONE-85647-1-1-1-1681164017.rar"
"+","Ryn's Dragon Mounds - USSEP",74233,"https://www.nexusmods.com/skyrimspecialedition/mods/74233","1.0.0.0","Ryn's Dragon Mounds - USSEP-74233-1-0-1683773476.7z"
"+","Ryn's Farms",72305,"https://www.nexusmods.com/skyrimspecialedition/mods/72305","2.0.0.0","Ryn's Farms-72305-2-0-1684909101.rar"
"+","Ryn's Farms - Khajit Has Tents",74233,"https://www.nexusmods.com/skyrimspecialedition/mods/74233","1.0.0.0","Ryn's Farms - Khajit Has Tents-74233-1-0-1722871953.7z"
"+","Ryn's Goldenglow Estate",72926,"https://www.nexusmods.com/skyrimspecialedition/mods/72926","1.7.0.0","Ryn's Goldenglow Estate-72926-1-7-1711778921.7z"
"+","Ryn's Halted Stream Camp",73907,"https://www.nexusmods.com/skyrimspecialedition/mods/73907","1.5.0.0","Ryn's Halted Stream Camp-73907-1-5-1682870397.rar"
"+","Ryn's Karthspire",77059,"https://www.nexusmods.com/skyrimspecialedition/mods/77059","1.6.0.0","Ryn's Karthspire-77059-1-6-1694061510.rar"
"+","Ryn's Karthspire - USSEP Patch",74233,"https://www.nexusmods.com/skyrimspecialedition/mods/74233","1.0.0.0","Ryn's Karthspire - USSEP Patch-74233-1-0-1665716971.7z"
"+","Ryn's Lost Valley Redoubt",102676,"https://www.nexusmods.com/skyrimspecialedition/mods/102676","2.0.0.0","Ryn's Lost Valley Redoubt-102676-2-0-1711780456.rar"
"+","Ryn's Lost Valley Redoubt - SLaWF",74233,"https://www.nexusmods.com/skyrimspecialedition/mods/74233","f1.01","Ryn's Lost Valley Redoubt - SLaWF-74233-1-01-1697990118.7z"
"+","Ryn's Lumber Mills",115134,"https://www.nexusmods.com/skyrimspecialedition/mods/115134","1.0.0.0","Ryn's Lumber Mills-115134-1-0-1711563749.rar"
"+","Ryn's Lund's Hut",75304,"https://www.nexusmods.com/skyrimspecialedition/mods/75304","1.0.0.0","Ryn's Lund's Hut-75304-1-0-1663132608.rar"
"+","Ryn's Mehrunes Dagon's Shrine",88451,"https://www.nexusmods.com/skyrimspecialedition/mods/88451","1.0.0.0","Ryn's Mehrunes Dagon's Shrine-88451-1-0-1680598287.rar"
"+","Ryn's Mistwatch Folly",79739,"https://www.nexusmods.com/skyrimspecialedition/mods/79739","1.1.0.0","Ryn's Mistwatch Folly-79739-1-1-1711778475.7z"
"+","Ryn's Ritual Stone",63897,"https://www.nexusmods.com/skyrimspecialedition/mods/63897","1.0.0.0","Ryn's Ritual Ston-63897-1-0-1645259163.rar"
"+","Ryn's Robber's Gorge",64326,"https://www.nexusmods.com/skyrimspecialedition/mods/64326","1.1.0.0","Ryn's Robber's Gorge-64326-1-1-1660429358.rar"
"+","Ryn Robbers Gorge Crabber Shanty Patch",73778,"https://www.nexusmods.com/skyrimspecialedition/mods/73778","1.1.0.0","Robber's Gorge_Crabber's Shanty PATCH-73778-1-1-1663659674.rar"
"+","Ryn's Saarthal",74785,"https://www.nexusmods.com/skyrimspecialedition/mods/74785","1.1.0.0","Ryn's Saarthal-74785-1-1-1662608263.rar"
"+","Ryn's Secunda's Kiss",73265,"https://www.nexusmods.com/skyrimspecialedition/mods/73265","1.0.0.0","Ryn's Secunda's Kiss-73265-1-0-1660353976.rar"
"+","Ryn's Snazzy Last Vigil - An Ebony Warrior Overhaul",76385,"https://www.nexusmods.com/skyrimspecialedition/mods/76385","1.3.0.0","Ryn's Snazzy Last Vigil-76385-1-3-1700610441.7z"
"+","Ryn's Standing Stones",64969,"https://www.nexusmods.com/skyrimspecialedition/mods/64969","1.5.0.0","Ryn's Standing Stones-64969-1-5-1680321668.rar"
"+","Ryn's Standing Stones Patch Collection",76913,"https://www.nexusmods.com/skyrimspecialedition/mods/76913","1.0.3.0","Ryn's Standing Stones Patch Collection-76913-1-0-3-1685127606.7z"
"+","Ryn's Standing Stones Ryn's Farms PATCH",73778,"https://www.nexusmods.com/skyrimspecialedition/mods/73778","1.1.0.0","Ryn's Standing Stones Ryn's Farms PATCH-73778-1-1-1697489072.rar"
"+","Ryn's Valtheim Towers",63761,"https://www.nexusmods.com/skyrimspecialedition/mods/63761","1.2.0.0","Ryn's Valtheim Towers-63761-1-2-1645224164.rar"
"+","Ryn's Western Watchtower",74070,"https://www.nexusmods.com/skyrimspecialedition/mods/74070","1.5.0.0","Ryn's Western Watchtower-74070-1-5-1711779028.7z"
"+","Ryn's White River Watch",74311,"https://www.nexusmods.com/skyrimspecialedition/mods/74311","1.6.0.0","Ryn's White River Watch-74311-1-6-1682927014.rar"
"+","Unmarked Locations Pack - All In One",113660,"https://www.nexusmods.com/skyrimspecialedition/mods/113660","1.2.0.0","Unmarked Locations Pack - All In One-113660-1-2-1724518485.rar"
"+","Unmarked Locations Pack - All In One - Patch Hub",115796,"https://www.nexusmods.com/skyrimspecialedition/mods/115796","2.4.0.0","Unmarked Locations Pack - All In One - Patch Hub-115796-2-4-1725472083.rar"
"+","WiZkiD Hunter's Camp Overhaul",113558,"https://www.nexusmods.com/skyrimspecialedition/mods/113558","1.2.0.0","WiZkiD Hunter's Camp Overhaul (2K)-113558-1-2-1711538033.7z"
"-","Location Overhaul - Towns and Villages_separator",-1,"","",""
"+","Ivy - Riverwood Smelter Addon",120929,"https://www.nexusmods.com/skyrimspecialedition/mods/120929","1.0.0.0","Ivy - Riverwood Smelter Addon-120929-1-2-1722218543.zip"
"+","Ivy - Riverwood Well Addon",121039,"https://www.nexusmods.com/skyrimspecialedition/mods/121039","1.0.0.0","Ivy - Riverwood Well Addon-121039-1-2-1717703960.zip"
"+","Ivy - Riverwood Windmill Apothecary",127691,"https://www.nexusmods.com/skyrimspecialedition/mods/127691","1.5.2.0","Ivy - Riverwood Windmill Apothecary-127691-1-6-1725466275.zip"
"+","Ivy - Riverwood Windmill Apothecary- Fabled Forest",127787,"https://www.nexusmods.com/skyrimspecialedition/mods/127787","1.0.0.0","Fabled Forest - Ivy Riverwood Windmill Apothecary-127787-1-0-0-1724863310.7z"
"+","Skaal Village Overhaul",53733,"https://www.nexusmods.com/skyrimspecialedition/mods/53733","1.1.0.0","Skaal Village Overhaul 1.1-53733-1-1-0-1629091734.7z"
"+","Skaal Village Overhaul Patch Collection",53803,"https://www.nexusmods.com/skyrimspecialedition/mods/53803","1.4.0.0","Skaal Village Overhaul Patch Collection-53803-1-4-1643678822.7z"
"+","Spaghetti's Towns - Darkwater Crossing",89773,"https://www.nexusmods.com/skyrimspecialedition/mods/89773","1.0.0.0","Spaghetti's Towns - Darkwater Crossing-89773-1-0-1682175007.zip"
"+","Spaghetti's Towns - Nightgate Inn",89287,"https://www.nexusmods.com/skyrimspecialedition/mods/89287","1.0.0.0","Spaghetti's Towns - Nightgate Inn-89287-1-0-1681573975.zip"
"+","Spaghetti's Towns - Stonehills",89291,"https://www.nexusmods.com/skyrimspecialedition/mods/89291","1.0.0.0","Spaghetti's Towns - Stonehills-89291-1-0-1681574349.zip"
"+","The Great Cities- Resources",104373,"https://www.nexusmods.com/skyrimspecialedition/mods/104373","1.0.0.0","The Great Cities Resources-104373-1-0-1699547812.zip"
"+","The Great City Of Dawnstar SSE Edition",19491,"https://www.nexusmods.com/skyrimspecialedition/mods/19491","2.12.0.0","The Great City of Dawnstar SSE-19491-2-12-1674666614.zip"
"+","The Great City of Dragon Bridge SSE Edition",19962,"https://www.nexusmods.com/skyrimspecialedition/mods/19962","1.12.0.0","The Great City of Dragon Bridge 1.12-19962-1-12-1539428884.rar"
"+","Rob's Bug Fixes - TGC Dragon Bridge",68412,"https://www.nexusmods.com/skyrimspecialedition/mods/68412","1.2.0.0","Rob's Bug Fixes - TGC Dragon Bridge-68412-1-2-1653267233.rar"
"+","The Great City Of Falkreath SSE Edition",19709,"https://www.nexusmods.com/skyrimspecialedition/mods/19709","1.22.0.0","The Great City of Falkreath-19709-1-22-1679571743.rar"
"+","The Great City Of Morthal SSE Edition",19592,"https://www.nexusmods.com/skyrimspecialedition/mods/19592","1.11.0.0","The Great City of Morthal-19592-1-11.rar"
"+","Rob's Bug Fixes - TGC Morthal",67846,"https://www.nexusmods.com/skyrimspecialedition/mods/67846","1.0.0.0","Rob's Bug Fixes - TGC Morthal-67846-1-0-1652210265.rar"
"+","Skyfall's Fortified Morthal",126871,"https://www.nexusmods.com/skyrimspecialedition/mods/126871","1.3.0.0","Skyfall's Fortified Morthal-126871-1-3-1724671984.7z"
"+","Skyfall's Fortified Morthal - Parallax",126871,"https://www.nexusmods.com/skyrimspecialedition/mods/126871","1.3.0.0","Parallax Vanilla Textures - Meshes Add-On File-126871-1-0-1727146258.7z"
"+","Fortified Morthal - Patches Collection",126697,"https://www.nexusmods.com/skyrimspecialedition/mods/126697","1.3.0.0","Fortified Morthal - Patch Collection-126697-1-3-0-1726309079.7z"
"+","Rob's Bug Fixes - TGC Rorikstead",68559,"https://www.nexusmods.com/skyrimspecialedition/mods/68559","1.2.0.0","Rob's Bug Fixes - TGC Rorikstead-68559-1-2-1653432686.rar"
"+","The Great City Of Winterhold SSE Edition",17127,"https://www.nexusmods.com/skyrimspecialedition/mods/17127","4.1.1.0","The Great City of Winterhold 4.1.1-17127-4-1-1-1711145656.zip"
"+","The Great City of Winterhold Patch Collection",74560,"https://www.nexusmods.com/skyrimspecialedition/mods/74560","2.4.1.0","The Great City of Winterhold Patch Collection-74560-2-4-1-1708455712.rar"
"+","The Great Town of Ivarstead SSE",34505,"https://www.nexusmods.com/skyrimspecialedition/mods/34505","1.2.0.0","The Great Town of Ivarstead SSE 1.2-34505-1-2-1601933566.rar"
"+","Rob's Bug Fixes - TGC Ivarstead",70070,"https://www.nexusmods.com/skyrimspecialedition/mods/70070","1.1.0.0","Rob's Bug Fixes - TGC Ivarstead-70070-1-1-1663619073.rar"
"+","The Great Town of Ivarstead Patch Collection",36380,"https://www.nexusmods.com/skyrimspecialedition/mods/36380","2.10.2.0","Great Town of Ivarstead Patch Collection-36380-2-10-2-1699229192.7z"
"+","The Great Town of Karthwasten SSE",33032,"https://www.nexusmods.com/skyrimspecialedition/mods/33032","1.2.0.0","The Great Town of Karthwasten 1.2-33032-1-2-1625781153.zip"
"+","Rob's Bug Fixes - TGC Karthwasten",70185,"https://www.nexusmods.com/skyrimspecialedition/mods/70185","1.0.0.0","Rob's Bug Fixes - TGC Karthwasten-70185-1-0-1656042542.rar"
"+","The Great Town of Karthwasten Patch Collection",37471,"https://www.nexusmods.com/skyrimspecialedition/mods/37471","2.5.1.0","The Great Town of Karthwasten Patch Collection-37471-2-5-1-1644945295.7z"
